@relation pendigits
@attribute 'a1' integer
@attribute 'a2' integer 
@attribute 'a3' integer 
@attribute 'a4' integer
@attribute 'a5' integer 
@attribute 'a6' integer 
@attribute 'a7' integer
@attribute 'a8' integer 
@attribute 'a9' integer 
@attribute 'a10' integer
@attribute 'a11' integer 
@attribute 'a12' integer 
@attribute 'a13' integer
@attribute 'a14' integer 
@attribute 'a15' integer 
@attribute 'a16' integer 
@attribute class {3, 8, 9}

@data
 95, 68, 77,100, 21, 76, 60, 38, 68,  0,  0, 15, 29, 53,100, 81, 8
 46, 96, 80,100, 81, 76, 77, 60,100, 36, 75, 12, 36,  0,  0,  6, 3
  0, 67, 38, 66, 62, 30, 38,  0,  8, 30, 45, 63,100, 90, 58,100, 8
 92, 73, 32, 63,  0, 86, 51,100,100, 82, 96, 51, 64, 23, 21,  0, 9
 52, 80, 84,100,100, 75, 58, 53, 91, 48, 89, 10, 44,  0,  0, 16, 3
100, 75, 95,100, 24, 81, 38, 44, 69,  8,  0,  0, 45, 33, 96, 64, 8
 65, 96, 81, 66,100,100, 40, 92, 71, 64, 93, 45, 65,  5,  0,  0, 9
  0,  0, 38, 13, 71, 34, 94, 61,100, 90, 63,100, 44, 76, 73, 53, 9
 49, 54,100, 78, 65,100,  0, 82, 12, 60, 90, 64, 95, 33, 86,  0, 9
  0, 82, 40,100, 80, 80, 43, 53, 54, 45,100, 25, 63,  0,  3,  4, 3
100,100, 14, 90, 74, 55, 79, 97, 37, 62,  0, 39, 36,  0, 39, 44, 8
 86,100,  0, 95, 32, 56,100, 22, 30,  0,  5, 36, 80, 68, 52, 99, 8
 76, 82, 34, 77,  0, 84, 55,100,100, 85, 77, 52, 38, 25,  3,  0, 9
 34, 79, 66,100, 83, 72, 52, 51,100, 49, 91, 13, 43,  0,  0, 14, 3
  0, 68, 73, 45,100,  8, 20,  0, 37, 38, 92, 72, 85,100,  7, 81, 8
 62, 45, 95, 75, 69,100,  4, 86,  0, 59, 74, 57,100, 32, 94,  0, 9
 56, 83, 28, 61, 90, 23, 24,  0, 22, 40,100, 72, 72,100,  0, 72, 8
 76, 85,  0,100, 16, 63, 81, 31, 69,  0,  6, 25, 34, 64,100, 95, 8
 33, 80, 23,100, 87, 96, 97, 68, 79, 44,100, 16, 44,  0,  0, 22, 3
100, 96, 66,100, 63, 85, 85, 88, 78, 53, 66, 20, 35,  0,  0, 12, 9
 23, 76, 52,100,100, 98, 79, 71, 63, 50, 82, 19, 49,  0,  0,  7, 3
 39, 81, 72,100,100, 77, 71, 51, 95, 43, 95, 16, 50,  0,  0,  1, 3
 41, 53, 60,100,100, 89, 70, 42, 33,  0, 72, 16, 54, 62,  0, 72, 8
 11, 84, 52,100,100, 96, 83, 66, 72, 50, 87, 16, 45,  0,  0, 11, 3
 13, 78, 45,100, 97, 87, 69, 58, 76, 47,100, 15, 49,  0,  0, 19, 3
 92, 65, 50,100,  0, 82, 47, 46, 87,  6, 42,  0, 54, 45,100, 79, 8
  9, 32, 60, 62, 80,100,  6, 93, 36, 56,100, 27, 57,  0,  0, 25, 8
  0, 78, 40,100, 97, 78, 69, 39, 44,  0,100,  7, 35, 37, 22, 73, 8
100, 74, 46, 65,  0, 78, 36,100, 78, 88, 80, 58, 78, 28, 88,  0, 9
 33, 78, 66,100, 91, 86, 64, 60,100, 42, 82, 10, 41,  0,  0,  7, 3
 55, 76, 22, 68, 66, 29, 39,  0, 52, 32,100, 68, 69,100,  0, 86, 8
 45, 92, 19, 94, 42, 68, 58,100, 89, 69,100, 24, 55,  0,  0,  3, 9
 24, 66,100, 89, 30, 66, 88, 32, 34,  0,  0, 34, 61, 72, 77,100, 8
  5, 85, 50,100, 79, 77, 54, 50, 85, 44,100, 22, 56,  2,  0,  0, 3
 93,100,  5, 96, 42, 65, 85, 32, 58,  0,  0, 14, 36, 47,100, 74, 8
 22, 83, 62,100, 92, 78, 51, 53, 55, 37,100, 17, 55,  0,  0,  7, 3
  0, 83, 37,100, 81, 90, 65, 61,100, 45, 97, 15, 54,  0, 14,  7, 3
 86, 79, 47,100, 18, 62, 65, 27, 66,  0,  0,  3, 46, 39,100, 71, 8
 38, 96, 49, 68, 74,100, 24, 87, 91, 80,100, 30, 54,  0,  0, 32, 9
 40, 84, 61,100, 87, 83, 53, 60, 96, 47,100, 23, 55,  5,  0,  0, 3
100, 99, 56,100, 31, 65, 87, 73, 98, 90, 94, 48, 61, 13,  0,  0, 9
 86, 78, 48,100, 14, 72, 19, 35,  2,  0,  0, 29, 49, 59,100, 88, 8
 97, 66, 77,100,  8, 96,  0, 67, 69, 72,100, 73, 92, 36, 86,  0, 9
 17, 82, 56,100,100, 90, 64, 66, 85, 40, 94, 12, 48,  3,  0,  0, 3
100,100, 26, 97,  1, 66, 45, 33, 29,  0,  0, 26, 38, 61, 87, 93, 8
 73, 98,  0, 95, 16, 60, 84, 29, 70,  0, 45, 35,100, 69, 88,100, 8
 18, 78, 53,100, 90, 81, 43, 57, 90, 55,100, 22, 52,  0,  0, 16, 3
 35, 98, 76,100, 80, 72, 67, 54,100, 34, 77,  9, 35,  0,  0,  7, 3
  0, 83, 11,100, 56, 93, 53, 67, 66, 42,100, 20, 73,  1, 16,  0, 3
100, 66, 56,100, 23, 73, 77, 34, 65,  0,  0, 24, 55, 58, 73, 77, 8
 39, 76, 74, 40, 83,  2, 11,  0, 50, 35,100, 67, 73,100,  0, 81, 8
 22, 75, 47,100, 74, 82, 47, 53, 84, 44,100, 17, 54,  0,  0,  9, 3
 12, 86, 62,100, 92, 86, 54, 64, 81, 46,100, 22, 62,  0,  0,  5, 3
 79, 97,  0,100,  9, 73, 89, 87,100, 95, 79, 63, 60, 30, 57,  0, 9
 64, 60, 76,100, 13, 99, 39, 75,100, 87, 98, 44, 65,  6,  0,  0, 9
 44, 83, 70,100, 93, 77, 59, 50, 93, 44,100, 16, 53,  0,  0,  3, 3
 72, 83, 49,100, 61, 58, 82, 17,  0,  0, 25, 33,100, 61, 75, 92, 8
 22, 77, 89, 62, 98,100, 32, 87, 68, 63,100, 55, 81, 11,  0,  0, 9
 12, 76, 47,100,100, 98, 97, 72, 52, 54, 74, 30, 52,  5,  0,  0, 3
 31, 93, 12, 78, 71, 36, 31,  0, 21, 33,100, 65, 69,100,  0, 78, 8
 12, 82, 41,100, 84, 84, 54, 51, 88, 43,100, 10, 50,  0,  0,  6, 3
 29, 74, 97, 77,100,100,  0, 84,  2, 59,100, 71, 44, 35,  7,  0, 9
 64,100, 34, 73,100, 39, 94,  3,  0,  0, 38, 38, 90, 74, 76, 95, 8
 49, 86, 50,100,100, 96, 81, 66, 82, 40, 87,  9, 38,  0,  0, 22, 3
 77, 60, 77,100, 10, 90, 15, 49, 40,  8,  0,  0, 32, 34,100, 55, 8
 26, 89, 64,100, 81, 82, 73, 61,100, 37, 81, 11, 41,  0,  0,  5, 3
 42, 79, 67,100, 78, 79, 71, 60,100, 39, 85, 10, 41,  0,  0, 14, 3
 15, 90, 57,100, 82, 85, 60, 62,100, 47, 86, 23, 44,  8,  0,  0, 3
 72,100, 36, 98, 39, 81, 82, 99,100, 84, 70, 48, 37, 16,  0,  0, 9
 15, 72, 47,100, 88, 89, 52, 60, 75, 35,100,  7, 50,  0,  0, 11, 3
 80,100, 31, 86, 63, 74,100, 95, 83, 70, 81, 41, 56, 15,  0,  0, 9
100, 82, 76,100, 57, 78, 99, 87, 92, 68, 67, 40, 38, 14,  0,  0, 9
 33, 76, 48,100,100, 97, 74, 50, 44,  4, 77,  0, 39, 40,  0, 79, 8
 86, 71, 72,100, 32, 75, 55, 35, 42,  0,  0, 17, 48, 45,100, 70, 8
100, 69, 78,100, 37, 85, 83, 77, 91, 52, 97, 15, 51,  0,  0,  0, 9
100, 81, 55, 54,  0, 63, 23, 95, 84,100, 94, 64, 74, 29, 35,  0, 9
100, 64, 45, 45,  0, 65, 22,100, 80, 99, 99, 62, 85, 23, 40,  0, 9
 68, 46, 89, 75, 52,100,  0, 80,  6, 53, 72, 54,100, 33, 89,  0, 9
 22, 77, 34,100, 90, 99, 65, 67, 72, 56,100, 28, 58,  2,  0,  0, 3
  0, 90, 46,100,100, 98, 87, 76, 56, 56, 74, 34, 56, 12,  8,  0, 3
 53, 79, 44, 55, 22, 10,  0,  0, 32, 36, 66, 69,100,100, 61, 83, 8
  0, 12, 50, 48, 84, 87, 24,100, 29, 65,100, 35, 84,  0,  9, 11, 8
 45, 70, 77, 35, 58,  0,  0, 10, 48, 42,100, 71, 84,100, 26, 81, 8
 99, 68, 58,100,  0, 78, 47, 42,100,  9, 39,  0, 47, 41,100, 73, 8
 13, 95, 17, 66, 83, 35, 77,  0,  0, 14, 42, 49,100, 81, 34,100, 8
 38, 63, 74,100, 11, 86, 34, 43, 67,  0,  0,  7, 27, 48,100, 76, 8
 52, 96, 84,100,100, 79, 73, 58, 84, 35, 90, 11, 47,  0,  0,  5, 3
100, 97, 40,100,  0, 65, 35, 27, 39,  0, 40, 38, 87, 73, 87,100, 8
 76, 70, 32,100, 10, 71, 85, 41,100,  4,  4,  0,  0, 39, 54, 73, 8
 59, 85, 25, 71, 88, 35, 79,  0,  7, 29, 62, 64,100,100,  0, 99, 8
 84, 52, 98, 96, 64,100, 73, 62,100, 55, 83,  9, 42,  0,  0,  4, 9
 78, 99,  0,100, 17, 63, 57, 28, 47,  0,  7, 31, 45, 65,100, 95, 8
 19, 74, 43,100, 70, 80, 53, 53,100, 42, 98, 12, 50,  0,  0,  4, 3
 27, 84, 65, 77, 71,100,  0, 88, 78, 80,100, 53, 60, 24,  5,  0, 9
 14, 99, 16, 67, 67, 33, 74,  0,  0, 17, 44, 48,100, 77, 39,100, 8
 45, 79, 57,100,100, 93, 86, 66, 70, 44, 87, 20, 46,  6,  0,  0, 3
 10, 86, 51,100, 84, 78, 53, 48, 85, 40,100, 14, 52,  0,  0,  0, 3
  0, 82, 37, 62, 83, 30, 65,  0, 46, 32, 81, 66,100,100, 23, 90, 8
 57, 68, 52,100,  4, 71, 48, 37, 63,  0,  0, 13, 27, 49,100, 78, 8
 29, 89, 84,100, 80, 73, 36, 50, 94, 38,100,  9, 41,  0,  0, 17, 3
 16, 38, 67, 29, 43,  0, 22, 25, 66, 57,100, 94, 50,100,  0, 74, 8
 35, 73, 77, 55,100, 20, 39,  0, 37, 35, 79, 68, 86,100,  0, 84, 8
 75,100,  0, 89, 70, 61,100, 26, 32,  0,  7, 31, 63, 63, 95, 99, 8
 62, 99, 19,100, 55, 82, 71, 98, 99, 58,100, 14, 49,  0,  0, 20, 9
 86, 90, 28,100,  0, 52, 46,  4, 26,  0, 25, 51,100, 83, 73, 99, 8
 62, 77, 76,100, 95, 83, 56, 58, 95, 52,100, 21, 55,  2,  0,  0, 3
100, 92, 62,100, 21, 75, 51, 73, 87, 85, 63, 51, 36, 17,  0,  0, 9
 62, 76, 23,100,  0, 67, 67, 35, 89,  0, 22, 22, 56, 60,100, 96, 8
 19, 81, 53,100, 68, 79, 49, 52, 95, 38,100,  9, 50,  0,  0,  7, 3
 85, 87, 48, 72,  0, 73, 34,100, 82, 96, 89, 64, 87, 31,100,  0, 9
100, 95, 38, 99, 35, 65, 70, 29, 32,  0,  0, 27, 36, 64, 65,100, 8
  3, 57, 83, 70,100,100,  6, 85, 20, 52, 71, 20,  0,  0, 37, 32, 8
 16, 81, 40, 59,100, 90, 30,100, 48, 69, 95, 59, 75,  9,  0,  0, 9
 82,100, 35, 78, 97, 39, 94,  0,  0,  1, 39, 42,100, 81, 40, 94, 8
  9, 86, 53,100, 96, 81, 64, 55, 93, 48,100, 18, 51,  0,  0, 11, 3
  0, 84, 39,100, 79, 78, 39, 55, 67, 48,100, 21, 62,  0, 15, 10, 3
 19, 78, 29, 36, 13,  0,  8, 27, 58, 49,100, 79, 55,100,  0, 88, 8
100,100, 61, 87, 70, 65, 93, 92, 89, 64, 74, 28, 41,  6,  0,  0, 9
 55, 40,100, 64, 92,100, 48, 81, 45, 40, 55,  0,  0,  4, 11, 38, 8
 20, 82, 35,100, 73, 87, 42, 60, 72, 49,100, 26, 57,  4,  0,  0, 3
 73, 64, 54,100,  0, 75, 60, 40, 91,  0, 13, 13, 46, 55,100, 87, 8
  0, 69, 29,100, 77, 97, 39, 64, 61, 38,100, 10, 47,  0,  2, 15, 3
 13, 84, 66,100, 90, 80, 52, 54, 75, 51,100, 24, 60,  0,  0,  1, 3
 98, 74, 82,100,  6, 85, 10, 60, 87, 75,100, 47, 69, 17,  0,  0, 9
 22, 98, 71,100,100, 80, 59, 61, 99, 39, 95, 10, 47,  0,  0, 10, 3
100, 85, 48, 79, 18,100, 57, 99, 64, 62, 69, 26, 43,  0,  0, 19, 9
 59, 85, 84,100, 82, 79, 60, 56,100, 48, 74, 28, 37, 14,  0,  0, 3
 57, 82, 65,100,100, 88, 89, 64, 79, 39, 75, 13, 39,  2,  0,  0, 3
  7,100, 74, 93, 38, 60,  0, 93, 70, 92,100, 44, 67,  0,  4,  7, 9
 58, 94, 84,100, 82, 74, 46, 57, 92, 42,100, 14, 52,  0,  0,  1, 3
 50, 91, 78,100, 85, 74, 71, 61,100, 38, 81, 10, 41,  0,  0,  4, 3
 25, 85, 59,100, 86, 89, 86, 67,100, 45, 88, 24, 49,  9,  0,  0, 3
 60, 98, 34, 56, 99, 66, 74,100, 58, 65,100, 58, 66,  0,  0,  8, 9
 48, 99,  9,100, 44, 82, 64, 89, 92, 56,100, 18, 55,  0,  0,  5, 9
 79,100, 14, 81, 49, 39,100,  0, 32,  0, 52, 55, 71,100,  0, 71, 8
 85, 69, 47,100,  0, 75, 44, 38, 72,  0, 16, 16, 57, 55,100, 87, 8
  0, 78, 36,100, 79, 99, 85, 67, 70, 41,100, 16, 63,  0, 24, 16, 3
100, 77, 57,100,  0, 81, 20, 50, 79, 66, 86, 68, 81, 31, 84,  0, 9
 25, 97, 37, 70,100, 88, 27,100,  0, 80, 76, 65, 75, 31, 29,  0, 9
 66,100,100, 94, 91, 69, 69, 47, 95, 24, 74,  2, 36,  0,  0,  9, 3
 45, 74, 23, 68, 92, 35, 77,  0, 45, 28,100, 64, 95,100,  0, 80, 8
  0,  0, 42, 10, 79, 33,100, 64, 89, 96, 40,100, 22, 73, 67, 64, 9
 56, 60, 65,100,100, 83, 81, 39, 51,  0, 85, 16, 56, 50,  0, 55, 8
 25, 79, 35,100, 78, 78, 50, 50, 68, 48,100, 21, 59,  0,  0, 11, 3
 64, 92,  3,100, 25, 62, 44, 23,  0,  0,  1, 30, 55, 58,100, 90, 8
  0, 83, 32,100, 75, 89, 39, 69, 49, 49,100, 35, 70, 15, 21,  0, 3
 98, 89, 48,100, 29, 65, 58, 25,  6,  0,  0, 31, 53, 63,100, 91, 8
 20, 84, 60,100, 93, 83, 60, 58, 73, 43,100, 22, 54,  5,  0,  0, 3
 47, 68,  0, 70, 53, 34, 85,  0, 22, 12, 53, 59,100,100, 46, 88, 8
 78, 72, 81,100,  8, 91,  0, 55, 69, 59,100, 71, 74, 33, 58,  0, 9
 62, 86, 87,100,100, 79, 85, 54, 85, 25, 64,  4, 29,  0,  0, 12, 3
  5, 85, 47,100, 95, 93, 55, 70, 78, 50,100, 29, 49, 14,  0,  0, 3
 48, 97,  9, 67,100, 64, 66,100, 24, 57,  0,  0, 87,  8, 15, 41, 8
 19, 71, 55,100,100, 99, 73, 66, 55, 44, 97, 22, 55,  0,  0,  4, 3
100, 95,  0, 78, 93, 59, 81,100, 62, 44,  2,  5, 96,  0, 48, 48, 8
 61, 96,  0, 83, 61, 66,100, 30, 49,  0,  5, 30, 39, 68, 42,100, 8
 32, 89, 67,100,100, 93, 79, 71, 66, 47, 68, 22, 40,  6,  0,  0, 3
 30,100,  0, 78, 56, 82, 44, 78, 75, 51,100, 22, 72,  0, 15,  7, 9
 25, 91, 61,100, 74, 75, 44, 55, 94, 43,100, 16, 53,  0,  0,  6, 3
 47, 69, 42,100,  6, 75, 54, 39, 47,  0,  0, 21, 42, 58,100, 90, 8
 73, 96, 50, 70, 38, 24,  0,  0, 29, 41, 70, 77,100,100, 46, 78, 8
100, 92, 18, 81, 46, 39, 62,  0,  1, 13, 43, 56, 74,100,  0, 75, 8
 42, 98, 89,100, 73, 72, 59, 52,100, 32, 88,  3, 41,  0,  0, 19, 3
 50,100,  5, 82, 71, 42, 91,  0,  7, 18, 78, 56,100, 92,  0, 90, 8
 86, 88, 33, 65,  0, 87, 58,100, 87, 67,100, 31, 93,  0, 19,  7, 9
100, 75, 47,100,  0, 79, 49, 41, 66,  0,  3, 25, 27, 66, 98, 91, 8
 97, 81, 52,100,  0, 87, 21, 60, 76, 70,100, 47, 74, 12, 23,  0, 9
 77, 72, 51,100,  0, 77, 61, 42, 94,  0, 22,  2, 33, 45,100, 76, 8
 38, 73, 84, 41,100,  0, 53,  7, 73, 49, 98, 90, 54,100,  0, 75, 8
  0, 23, 63, 46,100, 87, 50,100, 34, 57, 86, 23, 57,  0,  9, 22, 8
 15, 90, 59,100, 71, 74, 50, 55, 99, 42,100, 13, 53,  0,  0, 10, 3
 75, 86,100,100, 95, 78, 65, 57, 90, 36, 81, 10, 42,  0,  0,  0, 3
 58, 83, 85,100, 93, 77, 50, 57, 94, 40,100, 11, 50,  0,  0, 11, 3
  9, 78, 39,100, 86, 87, 51, 58, 79, 50,100, 19, 54,  0,  0, 11, 3
 63, 93, 36,100, 30, 74, 58, 85, 80, 53,100, 20, 60,  0,  0,  8, 9
 28,  6, 64, 48,100, 91, 53,100, 22, 59, 80, 31, 66,  0,  0,  2, 8
 25, 89, 65, 55,100, 21, 20,  0,  0, 30, 55, 62, 94, 95, 22,100, 8
 43, 82, 85, 44,100,  3, 17,  0,  0, 34, 62, 64, 90,100,  7, 95, 8
 48, 80, 50,100,100, 99, 78, 69, 76, 49, 91, 18, 45,  0,  0,  9, 3
 45, 87, 41,100, 89, 96, 54, 65, 68, 55,100, 26, 60,  0,  0,  3, 3
 51, 69, 74, 37,100,  0, 52,  4, 41, 41, 73, 75, 60,100,  0, 83, 8
 37, 71, 79, 71, 49,100,  0, 45, 25, 36, 66,  0,100, 51, 10, 26, 8
 10, 76, 39,100, 88, 87, 55, 62,100, 43, 98, 13, 43,  0,  0,  8, 3
 82, 90, 39,100, 25, 64, 75, 80,100, 83, 91, 43, 58,  9,  0,  0, 9
  3, 87, 50,100,100,100, 78, 76, 76, 52, 90, 30, 47, 13,  0,  0, 3
 96,100,  0, 98, 22, 54, 87, 15, 51,  0, 25, 39,100, 73, 38, 94, 8
  0, 92, 42,100, 90,100,100, 83, 71, 63, 57, 40, 44, 17, 14,  0, 3
 79, 81, 57,100, 17, 82, 62, 65, 99, 52,100, 16, 52,  1,  0,  0, 9
  0, 91, 36,100, 62, 83, 57, 60, 70, 39,100, 22, 78,  4, 39,  0, 3
100, 89, 52,100, 25, 71, 45, 34, 38,  0,  0, 17, 34, 47, 76, 71, 8
 71, 92, 48, 62,100, 82, 59,100, 87, 75, 87, 47, 55,  0,  0,  5, 9
 63, 98, 95, 76, 93,100, 61, 74,100, 81, 99, 33, 67,  0,  0,  4, 9
  0,100, 28, 65,100, 79, 38, 96, 58, 55, 96, 44, 72,  0, 11, 23, 9
 90, 94, 13, 95, 26, 56, 96, 27, 52,  0,  0, 26, 45, 64,100,100, 8
100,100, 55, 99, 39, 73, 91, 84, 86, 76, 68, 47, 43, 20,  0,  0, 9
  0, 79, 27,100, 84, 99, 82, 75, 84, 52,100, 28, 55, 11,  2,  0, 3
 23, 88, 68,100,100, 84, 73, 60, 82, 37, 98, 12, 52,  0,  0,  3, 3
 75, 80, 93,100,100, 81, 80, 59, 66, 35, 66,  9, 34,  0,  0,  4, 3
100, 52, 40, 48,  0, 71, 26,100, 78, 91, 88, 57, 73, 22, 33,  0, 9
  4, 80, 50,100,100, 91, 71, 60, 46, 44, 89, 25, 51,  0,  0,  6, 3
 32, 87, 74,100, 82, 75, 45, 53, 87, 43,100, 18, 54,  0,  0,  3, 3
 66, 90,  6, 55,100, 73, 45,100, 33, 46,  0,  0, 89, 11, 13, 23, 8
 96, 85, 31,100, 44, 64, 96, 27, 37,  0,  0, 31, 72, 62,100, 91, 8
 51,100, 93, 95, 64, 73, 70, 61,100, 39, 82, 12, 38,  0,  0,  7, 3
 76, 95, 23,100, 36, 60, 68, 22, 23,  0,  0, 33, 46, 65,100, 94, 8
 81, 97,  2, 90,  0, 61, 81, 72,100,100, 81, 67, 69, 33, 59,  0, 9
 98, 78, 44, 76, 40,100, 91, 98,100, 69, 79, 42, 44, 18,  0,  0, 9
 46, 88, 78,100, 79, 67, 65, 47,100, 32, 75,  7, 37,  0,  0,  5, 3
 94, 77, 54,100,  0, 74, 47, 52, 85, 76,100, 38, 82,  0,  5,  0, 9
 32, 52, 22,  0,100,  2, 78, 63, 35, 37, 14,100, 71, 92,  0, 73, 8
  0, 96, 51,100, 98, 88, 87, 61, 53, 42,100, 27, 68,  7, 17,  0, 3
 33, 88, 39, 59, 63,100,  0, 65, 28, 43, 40,  0,100, 42, 25, 47, 8
 69, 97,  0, 90, 24, 45, 81,  3,  0,  0, 46, 45,100, 89, 20,100, 8
 35, 88, 30, 57, 50, 17, 11,  0,  0, 38, 56, 68,100,100, 20,100, 8
 11, 85, 31,100, 92, 95, 75, 63, 46, 36,100, 16, 62,  0,  0,  9, 3
 70, 69,100, 95, 40,100,  0, 74, 53, 75, 78, 57, 51, 28, 21,  0, 9
  4, 77, 29,100, 80, 98, 68, 69, 93, 46,100, 13, 52,  0,  0,  4, 3
